text,community_name,author,commenters,upvoters
Great leaders !,Inside Indian politics,https://www.quora.com/profile/Negi-74,"['https://www.quora.com/profile/Swargiya-Guru-Ghantal-National-Panauti', 'https://www.quora.com/profile/Ananthan-Arumugam', 'https://www.quora.com/profile/Atul-Maggo', 'https://www.quora.com/profile/Abhijeet-Bhat-8', 'https://www.quora.com/profile/Harshit-Dixit-164', 'https://www.quora.com/profile/Mahesh-Kodre-1', 'https://www.quora.com/profile/Pawan-Kumar-3253', 'https://www.quora.com/profile/Iqbal-Krishna', 'https://www.quora.com/profile/Fanatic-Coder', 'https://www.quora.com/profile/PoliticsVeteran', 'https://www.quora.com/profile/Tanish-Sharma-430', 'https://www.quora.com/profile/Ash-H-31']","['https://www.quora.com/profile/Sreenivas-Potluri-3', 'https://www.quora.com/profile/INDAL-KUMAR-PRAJAPATI-1', 'https://www.quora.com/profile/R-V-REDDY-9', 'https://www.quora.com/profile/Subu-Mani-94', 'https://www.quora.com/profile/Alok-Empire', 'https://www.quora.com/profile/Arjun-K-Raveendran', 'https://www.quora.com/profile/AMIT-PAUL-382', 'https://www.quora.com/profile/Kajal-Narayan-5', 'https://www.quora.com/profile/Govindaraju-JRF', 'https://www.quora.com/profile/Sreya-Rajesh-8', 'https://www.quora.com/profile/Prasanna-953', 'https://www.quora.com/profile/Aayush-Sagwal-3', 'https://www.quora.com/profile/Saurabh-Singh-6825', 'https://www.quora.com/profile/Kinjal-Jaisalmeria', 'https://www.quora.com/profile/Vinay-Sharma-1475', 'https://www.quora.com/profile/Abhishek-6800', 'https://www.quora.com/profile/Raunak-Sharma-334', 'https://www.quora.com/profile/Raj-6550', 'https://www.quora.com/profile/Supriya-Satapathy-17', 'https://www.quora.com/profile/Balasubramanian-Suryanarayanan-2', 'https://www.quora.com/profile/Jayesh-Patel-979', 'https://www.quora.com/profile/Rajan-Garg-54', 'https://www.quora.com/profile/Krishna-Singh-5858', 'https://www.quora.com/profile/Avinash-Negi-19', 'https://www.quora.com/profile/Manish-Singh-11494', 'https://www.quora.com/profile/Pravat-Patnaik-3', 'https://www.quora.com/profile/Nivedita-Hebbar-6', 'https://www.quora.com/profile/Tcpl-Td', 'https://www.quora.com/profile/Shaibal-Bose-4', 'https://www.quora.com/profile/Bhabanisankar-Pradhan-5', 'https://www.quora.com/profile/Arun-Chouhan-114', 'https://www.quora.com/profile/Vineet-Kumar-3101', 'https://www.quora.com/profile/Suma-Sharma-30', 'https://www.quora.com/profile/Ramkumar-Muthusamy-4', 'https://www.quora.com/profile/Debasis-Ghosh-232', 'https://www.quora.com/profile/Tanu-1265', 'https://www.quora.com/profile/Muhammad-Atiq-Ur-Rehman-7', 'https://www.quora.com/profile/Creat-Me-3', 'https://www.quora.com/profile/Sunil-G-269', 'https://www.quora.com/profile/Meena-1069', 'https://www.quora.com/profile/%E0%A4%85%E0%A4%A8%E0%A4%BE%E0%A4%AE%E0%A4%BF%E0%A4%95%E0%A4%BE-8', 'https://www.quora.com/profile/Prachi-Gautam-160', 'https://www.quora.com/profile/Satish-Varshney-10', 'https://www.quora.com/profile/Tushar-Borse-26', 'https://www.quora.com/profile/Prasit-Chakraborty-1', 'https://www.quora.com/profile/Vanshika-Sharma-958', 'https://www.quora.com/profile/Mayur-Patel-2348', 'https://www.quora.com/profile/KUMAR-ADITYA-429', 'https://www.quora.com/profile/Shiwajirao-Amrutrao-Patil-Dr', 'https://www.quora.com/profile/Prathibha-Tirumala', 'https://www.quora.com/profile/Pratham-622', 'https://www.quora.com/profile/Shivam-Tamrakar-36', 'https://www.quora.com/profile/Prasad-K-556']"
Their mentality 😡😡🤥,Inside Indian politics,https://www.quora.com/profile/Negi-74,"['https://www.quora.com/profile/ANKITH-HALMATH', 'https://www.quora.com/profile/Literature-15', 'https://www.quora.com/profile/Arjun-Srini-2', 'https://www.quora.com/profile/Iqbal-Krishna', 'https://www.quora.com/profile/Debrup-Samajpati-1', 'https://www.quora.com/profile/SANDEEP-2483', 'https://www.quora.com/profile/Anany-Mishra-25', 'https://www.quora.com/profile/Aryan-4781', 'https://www.quora.com/profile/Jolly-Ghosh-7', 'https://www.quora.com/profile/Prakash-Besra-3']","['https://www.quora.com/profile/Mohit-Sharma-11791', 'https://www.quora.com/profile/Abhishek-Dhama-31', 'https://www.quora.com/profile/Ramesh-Menon-138', 'https://www.quora.com/profile/Dineshkumar-Muthu', 'https://www.quora.com/profile/Basha-Shaik-300', 'https://www.quora.com/profile/Maj-Khu-rana-MK', 'https://www.quora.com/profile/Rajashri-Patil-151', 'https://www.quora.com/profile/Kishan-Reddy-138', 'https://www.quora.com/profile/Nandhan-Admiral', 'https://www.quora.com/profile/Shubham-Ghosh-185', 'https://www.quora.com/profile/Swastika-Sharma-98', 'https://www.quora.com/profile/BIPRADAS-MUKHERJEE-7', 'https://www.quora.com/profile/BEVIN-MJ-1', 'https://www.quora.com/profile/Nishanth-Chidambara', 'https://www.quora.com/profile/Indu-Shekhar-4', 'https://www.quora.com/profile/Amar-Dargad', 'https://www.quora.com/profile/Dhiraj-Singh-1626', 'https://www.quora.com/profile/Monty-Milan-Biswal', 'https://www.quora.com/profile/Ayush-Thacker-3', 'https://www.quora.com/profile/Adarsh-1792', 'https://www.quora.com/profile/Aap-ka-Apna-1', 'https://www.quora.com/profile/Sandeep-Chowdhry-7', 'https://www.quora.com/profile/Sreenandan-G-Nampoothiri', 'https://www.quora.com/profile/Kanishka-Pant-7', 'https://www.quora.com/profile/Shaurya-Tandon-13', 'https://www.quora.com/profile/Aayush-Srivastava-238', 'https://www.quora.com/profile/Sahithi-Gadadasu', 'https://www.quora.com/profile/Srishti-822', 'https://www.quora.com/profile/Dr-Ninada', 'https://www.quora.com/profile/Vivekanand-Telgadi', 'https://www.quora.com/profile/Kumar-4419', 'https://www.quora.com/profile/Arihant-Vyas', 'https://www.quora.com/profile/Akshaj-Pant-4', 'https://www.quora.com/profile/Manikanta-Gaddagunti-4', 'https://www.quora.com/profile/Tushar-Rath-14', 'https://www.quora.com/profile/Vishwajeet-Paul-4', 'https://www.quora.com/profile/Arijeet-Sain-2', 'https://www.quora.com/profile/Vivek-Madhavan-13', 'https://www.quora.com/profile/Vinayak-Dilip-Pandit', 'https://www.quora.com/profile/Shravani-332', 'https://www.quora.com/profile/Mahesh-Ramamurthy-17', 'https://www.quora.com/profile/Shiv-Sagar-288', 'https://www.quora.com/profile/Sam-Boralkar', 'https://www.quora.com/profile/Chandra-Sekhar-3153', 'https://www.quora.com/profile/Gajanan-91', 'https://www.quora.com/profile/Bidyut-Mitra-10', 'https://www.quora.com/profile/Riya-Mishra-762', 'https://www.quora.com/profile/Ayush-Verma-7', 'https://www.quora.com/profile/Pankaj-Prashar-48', 'https://www.quora.com/profile/Prithwish-Roy-35', 'https://www.quora.com/profile/Yishu-Raj-7', 'https://www.quora.com/profile/Upsc-Student-8', 'https://www.quora.com/profile/Prasanna-Sai-69', 'https://www.quora.com/profile/Saroj-Mahanta-24', 'https://www.quora.com/profile/Surajit-Sarkar-386', 'https://www.quora.com/profile/Alok-Rai-397', 'https://www.quora.com/profile/Leon-Sun-69', 'https://www.quora.com/profile/Kishan-788', 'https://www.quora.com/profile/Sanket-Singh-381', 'https://www.quora.com/profile/Vipin-Raut-9']"
🙏🙏🙏,Inside Indian politics,https://www.quora.com/profile/Negi-74,"['https://www.quora.com/profile/Hasin-Khan-3', 'https://www.quora.com/profile/Sandeep-3326', 'https://www.quora.com/profile/Jaideep-Sharma-14', 'https://www.quora.com/profile/Vijay-Kant-33', 'https://www.quora.com/profile/Kanishka-127', 'https://www.quora.com/profile/Sree-Vivek-Kamalendu-Nath', 'https://www.quora.com/profile/Natwar-Jha-56', 'https://www.quora.com/profile/Anupsahi-B', 'https://www.quora.com/profile/Vishal-J-Patil', 'https://www.quora.com/profile/A-Free-Thinker-2', 'https://www.quora.com/profile/Abhijit-Barkataki', 'https://www.quora.com/profile/Yuvraj-Gaikwad-36']","['https://www.quora.com/profile/Chocolate-Cake-146', 'https://www.quora.com/profile/Sriya-125', 'https://www.quora.com/profile/Ashish-4142', 'https://www.quora.com/profile/Srinidhi-Rao-22', 'https://www.quora.com/profile/Vsvarun-Varun', 'https://www.quora.com/profile/Subhransu-Sahoo-48', 'https://www.quora.com/profile/Bhagyaraja-Adapa', 'https://www.quora.com/profile/Chandini-Bagh', 'https://www.quora.com/profile/Pranay-Prakash-Tiwari', 'https://www.quora.com/profile/Abhishek-P-25', 'https://www.quora.com/profile/Akriti-Gill-1', 'https://www.quora.com/profile/Abhishek-Kumar-53647', 'https://www.quora.com/profile/Monty-Milan-Biswal', 'https://www.quora.com/profile/Adarsh-1792', 'https://www.quora.com/profile/Ganeshwar-Pradhan-1', 'https://www.quora.com/profile/Raj-6550', 'https://www.quora.com/profile/JBCPL-Chennai-CFA', 'https://www.quora.com/profile/Soumajit-Banik', 'https://www.quora.com/profile/El-Mencho-18', 'https://www.quora.com/profile/Aayush-Srivastava-238', 'https://www.quora.com/profile/Vivekanand-Telgadi', 'https://www.quora.com/profile/Dr-Ninada', 'https://www.quora.com/profile/Shweta-1412', 'https://www.quora.com/profile/Kanchan-Upadhye-1', 'https://www.quora.com/profile/Suzume-Mahto', 'https://www.quora.com/profile/Kb-1591', 'https://www.quora.com/profile/Thiyagarajah-Lakshigan', 'https://www.quora.com/profile/Pooja-Menariya-2', 'https://www.quora.com/profile/Tattvam-Asi-3', 'https://www.quora.com/profile/Saroon-Mtk-1', 'https://www.quora.com/profile/Yasharth-Agarwal-3', 'https://www.quora.com/profile/Vasantha-Raman-2', 'https://www.quora.com/profile/Mallikarjuna-S-70', 'https://www.quora.com/profile/Krish-Khare-8', 'https://www.quora.com/profile/Basavaraj-Chikkamath-7', 'https://www.quora.com/profile/Jai-1657', 'https://www.quora.com/profile/Bala-Ji-307', 'https://www.quora.com/profile/Lokesh-Prasad-53', 'https://www.quora.com/profile/Shivam-Tiwari-2490', 'https://www.quora.com/profile/DEVARSHYA-NANDA-1', 'https://www.quora.com/profile/Priyanshu-Chaubey-8', 'https://www.quora.com/profile/Priyanshu-1525', 'https://www.quora.com/profile/Surajit-Sarkar-386', 'https://www.quora.com/profile/I-Love-my-India-268', 'https://www.quora.com/profile/Titiksha-Charan-1', 'https://www.quora.com/profile/Ramanathan-Papanadam', 'https://www.quora.com/profile/Amit-Mishra-4839', 'https://www.quora.com/profile/Abhishek-Tiwari-5626', 'https://www.quora.com/profile/Aditya-Roy-1355', 'https://www.quora.com/profile/Shekhar-487', 'https://www.quora.com/profile/Sundar-599', 'https://www.quora.com/profile/Ramakrishnan-Iyer-35']"
Global leader ❤️❤️❤️,Inside Indian politics,https://www.quora.com/profile/Negi-74,"['https://www.quora.com/profile/Narendra-Kumar-8060', 'https://www.quora.com/profile/Syamal-Mukherjee-1', 'https://www.quora.com/profile/Rama-Krishna-Vasudeva', 'https://www.quora.com/profile/Kanhucharan-Satapathy-1', 'https://www.quora.com/profile/Iqbal-Krishna', 'https://www.quora.com/profile/Day-Dreamer-461', 'https://www.quora.com/profile/Radhakrishna-Thommandra', 'https://www.quora.com/profile/Anbu-Selvam-148', 'https://www.quora.com/profile/Pradeep-Mhatre-3']","['https://www.quora.com/profile/Binduja-Rajendran', 'https://www.quora.com/profile/Anand-Nambrath', 'https://www.quora.com/profile/Ajaitley-India', 'https://www.quora.com/profile/Zoroy-Church-Street', 'https://www.quora.com/profile/NISHANT-SHARMA-3950', 'https://www.quora.com/profile/Eren-Jaeger-552', 'https://www.quora.com/profile/Ritesh-Jaiswal-304', 'https://www.quora.com/profile/Jayakumar-Somasundram-1', 'https://www.quora.com/profile/Divya-Jalan-22', 'https://www.quora.com/profile/Aravind-Ashokan-10', 'https://www.quora.com/profile/Lovish-85', 'https://www.quora.com/profile/Shal-64', 'https://www.quora.com/profile/Abhishek-Kumar-53647', 'https://www.quora.com/profile/Pramod-Kumar-Singh-588', 'https://www.quora.com/profile/Bikramjit-Lahiri-1', 'https://www.quora.com/profile/Rajasekhar-Padala-4', 'https://www.quora.com/profile/Sriram-304', 'https://www.quora.com/profile/Akhil-Anantha', 'https://www.quora.com/profile/Jalapeno-15', 'https://www.quora.com/profile/Raj-Kumar-58365', 'https://www.quora.com/profile/Simranjeet-Kaur-1898', 'https://www.quora.com/profile/Venket-Icodetech', 'https://www.quora.com/profile/SRIKUMAR-CHANDROT-2', 'https://www.quora.com/profile/Ram-Vakkapatla', 'https://www.quora.com/profile/Sumitra-Ray-13', 'https://www.quora.com/profile/Manisha-Chaudhary-441', 'https://www.quora.com/profile/A-V-K-9', 'https://www.quora.com/profile/Janardhan-D-20', 'https://www.quora.com/profile/Palaniappan-S-Pillai', 'https://www.quora.com/profile/Sarma-Punyamurtula', 'https://www.quora.com/profile/Jai-Giri-13', 'https://www.quora.com/profile/Sushmita-Bajpai-9', 'https://www.quora.com/profile/Biraj-Das-89', 'https://www.quora.com/profile/KAMARAJ-31', 'https://www.quora.com/profile/Abha-Sah-7', 'https://www.quora.com/profile/Subhang-Gattu', 'https://www.quora.com/profile/Abhi-Ahmedabadi', 'https://www.quora.com/profile/Suhas-Mitra-13', 'https://www.quora.com/profile/Phaneendra-K', 'https://www.quora.com/profile/ROHAN-PATIL-1670', 'https://www.quora.com/profile/Naresh-Verma-429', 'https://www.quora.com/profile/Prathap-Panuganti', 'https://www.quora.com/profile/Ve-Velu', 'https://www.quora.com/profile/Rachana-Tiwari-30', 'https://www.quora.com/profile/Shanmugham-Venkatram', 'https://www.quora.com/profile/Bipin-Panchal-29', 'https://www.quora.com/profile/Dhruv-Artoon', 'https://www.quora.com/profile/Carol-Danvers-75']"
Historic !,Inside Indian politics,https://www.quora.com/profile/Negi-74,"['https://www.quora.com/profile/Jay-Pandey-233', 'https://www.quora.com/profile/Madanpur-Khadar-pseudonym', 'https://www.quora.com/profile/Karthick-Prasad-K-B', 'https://www.quora.com/profile/S-Krishnan-Raman', 'https://www.quora.com/profile/Prem-Kumar-8910', 'https://www.quora.com/profile/Vipul-Kalher-1', 'https://www.quora.com/profile/Iqbal-Krishna', 'https://www.quora.com/profile/Usshhhaaaa', 'https://www.quora.com/profile/Abhijit-Barkataki']","['https://www.quora.com/profile/Murli-Manohar-231', 'https://www.quora.com/profile/Abhishek-Sharma-15225', 'https://www.quora.com/profile/ADITYA-KUNDU-65', 'https://www.quora.com/profile/Kiran-3806', 'https://www.quora.com/profile/Sunil-Saria', 'https://www.quora.com/profile/Jainendra-Jain-37', 'https://www.quora.com/profile/Chennimalai-Shankar', 'https://www.quora.com/profile/NISHANT-SHARMA-3950', 'https://www.quora.com/profile/Divya-Jalan-22', 'https://www.quora.com/profile/Deepa-Heeranandani', 'https://www.quora.com/profile/Dr-Retish-Ambat', 'https://www.quora.com/profile/Pawan-Sharma-1334', 'https://www.quora.com/profile/Nagendra-Kumar-2542', 'https://www.quora.com/profile/Amolsaraf', 'https://www.quora.com/profile/Aujas-Sharma-2', 'https://www.quora.com/profile/Abhishek-Jagshettiwar', 'https://www.quora.com/profile/Joyatri-Mondal', 'https://www.quora.com/profile/Isabella-Kim-104', 'https://www.quora.com/profile/Prabhanshu-Sahoo-11', 'https://www.quora.com/profile/Vidya-Nagarajan-19', 'https://www.quora.com/profile/Valor-Mueller', 'https://www.quora.com/profile/Any-One-269', 'https://www.quora.com/profile/Sindhu-Ishwar-3', 'https://www.quora.com/profile/Rishiraj-Tripathi-14', 'https://www.quora.com/profile/MADHU-1363', 'https://www.quora.com/profile/JACK-16338', 'https://www.quora.com/profile/Tanish-Sharma-430', 'https://www.quora.com/profile/Ram-Vakkapatla', 'https://www.quora.com/profile/Manisha-Chaudhary-441', 'https://www.quora.com/profile/Aritra-Koley-15', 'https://www.quora.com/profile/Jay-Bhadange-2', 'https://www.quora.com/profile/Thiyagarajah-Lakshigan', 'https://www.quora.com/profile/A-V-K-9', 'https://www.quora.com/profile/Bhuvan-Jain-53', 'https://www.quora.com/profile/Swapan-Chakraborty-200', 'https://www.quora.com/profile/Neeta-Matangi', 'https://www.quora.com/profile/Jai-Giri-13', 'https://www.quora.com/profile/Shruthi-H-M-1', 'https://www.quora.com/profile/Shashikant-Chauhan-75', 'https://www.quora.com/profile/Srishti-Thakur-134', 'https://www.quora.com/profile/Gajanan-Hegde-53', 'https://www.quora.com/profile/Nothing-to-Do-In-This-World', 'https://www.quora.com/profile/Mumandpap', 'https://www.quora.com/profile/Lekshana-Shree', 'https://www.quora.com/profile/Ashutosh-Vikram-Singh-23', 'https://www.quora.com/profile/Soheli-Mandal-3', 'https://www.quora.com/profile/Skyyjdvt-Milkyboy', 'https://www.quora.com/profile/Talha-Abu-6', 'https://www.quora.com/profile/MURALI-DHAR-GUPTA', 'https://www.quora.com/profile/Supriya-Bugadikatti', 'https://www.quora.com/profile/Deepak-Lath-7', 'https://www.quora.com/profile/Phoenix-2464', 'https://www.quora.com/profile/Aryan-Singh-7443', 'https://www.quora.com/profile/ANNKITA-BISSWAS', 'https://www.quora.com/profile/Shyamsundar-Kulkarni-4', 'https://www.quora.com/profile/Shailesh-Shah-371', 'https://www.quora.com/profile/Bhar-Acha', 'https://www.quora.com/profile/Ram-Hills', 'https://www.quora.com/profile/Manjinder-Virk-16', 'https://www.quora.com/profile/Varun-Kumar-R-17']"
If you agree share your opinion and please follow us!,Inside Indian politics,https://www.quora.com/profile/Negi-74,"['https://www.quora.com/profile/Arjun-Pradeep-114', 'https://www.quora.com/profile/Dillip-Kishore-Mohanty', 'https://www.quora.com/profile/Shivakumar-Shekarappa', 'https://www.quora.com/profile/Archit-Nadkarni-1', 'https://www.quora.com/profile/Vinod-Menon-184', 'https://www.quora.com/profile/Arjun-Srini-2', 'https://www.quora.com/profile/Kim-Dokja-49', 'https://www.quora.com/profile/Ravi-Natesan-6', 'https://www.quora.com/profile/Pulkit-Kaul-13', 'https://www.quora.com/profile/Anbu-Arasan-44', 'https://www.quora.com/profile/Pankaj-2193', 'https://www.quora.com/profile/Kavin-S-106', 'https://www.quora.com/profile/Anil-Rawat-40']","['https://www.quora.com/profile/Aryan-Tripathi-82', 'https://www.quora.com/profile/Ritikkk-1', 'https://www.quora.com/profile/Arjun-K-Raveendran', 'https://www.quora.com/profile/Srikrishnan-Balasubramanian-3', 'https://www.quora.com/profile/Kumar-4440', 'https://www.quora.com/profile/Vipin-Dixit-80', 'https://www.quora.com/profile/Mallela-Manikanta-Reddy-055', 'https://www.quora.com/profile/Subasis-Panigrahy-1', 'https://www.quora.com/profile/Shraddha-Pandit-46', 'https://www.quora.com/profile/D%C3%A3rsh%C3%A3%C3%B1-Zy%C3%A3%C3%B1', 'https://www.quora.com/profile/Solanki-Hitesh-64', 'https://www.quora.com/profile/Ranjith-Kumar-4201', 'https://www.quora.com/profile/Ayush-Sharma-4342', 'https://www.quora.com/profile/K-M-1659', 'https://www.quora.com/profile/Deepanjali-Sahu-27', 'https://www.quora.com/profile/Amogh-Srivastava-29', 'https://www.quora.com/profile/Sumit-Kumar-Kamat-2', 'https://www.quora.com/profile/Srinivas-Kasinathan-1', 'https://www.quora.com/profile/M-Esakkiraj', 'https://www.quora.com/profile/Hola-753', 'https://www.quora.com/profile/Raunak-Sharma-334', 'https://www.quora.com/profile/Ayush-Rajpoot-52', 'https://www.quora.com/profile/Varun-Sb-4', 'https://www.quora.com/profile/Arpita-Pandey-186', 'https://www.quora.com/profile/Om-Sharma-1017', 'https://www.quora.com/profile/Parachute-Advansed-1', 'https://www.quora.com/profile/Madhav-603', 'https://www.quora.com/profile/Smit-Prajapati-37', 'https://www.quora.com/profile/Sumitra-Ray-13', 'https://www.quora.com/profile/Pankaj-Sharma-11473', 'https://www.quora.com/profile/Satyam-Poddar-21', 'https://www.quora.com/profile/Sambamoorthi-Ramakrishnan', 'https://www.quora.com/profile/Tattvam-Asi-3', 'https://www.quora.com/profile/Praveen-Rana-217', 'https://www.quora.com/profile/Vinay-Kumar-584', 'https://www.quora.com/profile/Deepak-Palei-10', 'https://www.quora.com/profile/Ab-Cd-1548', 'https://www.quora.com/profile/Saawan-4', 'https://www.quora.com/profile/Siddhartha-Dhar-26', 'https://www.quora.com/profile/Vaibhav-Paliwal-33', 'https://www.quora.com/profile/Aryan-Upadhyay-125', 'https://www.quora.com/profile/Akshay-Mamulwar-4', 'https://www.quora.com/profile/Ryuk-Apple-1', 'https://www.quora.com/profile/Anchal-484', 'https://www.quora.com/profile/Satya-Narayanan-54', 'https://www.quora.com/profile/Kushagra-Acharya-3', 'https://www.quora.com/profile/Naga-Kumar-124', 'https://www.quora.com/profile/Sucharitha-Venkatesh-1', 'https://www.quora.com/profile/Sandeep-Sharma-8652', 'https://www.quora.com/profile/A-BCD2036', 'https://www.quora.com/profile/Surajit-Sarkar-386', 'https://www.quora.com/profile/Binod-Tharu-397', 'https://www.quora.com/profile/Ayush-Pokhariya-3', 'https://www.quora.com/profile/Thamarai-Subalakshmi-Marimuthu', 'https://www.quora.com/profile/Chan-Das-5', 'https://www.quora.com/profile/Mrigendra-Singh-158', 'https://www.quora.com/profile/Vijay-Kumar-1325', 'https://www.quora.com/profile/Mysore-Prasad', 'https://www.quora.com/profile/Raja-3150', 'https://www.quora.com/profile/Santhosh-Shenoy-18', 'https://www.quora.com/profile/The-Mosi-Trading-Company', 'https://www.quora.com/profile/Parth-Jaiswal-81', 'https://www.quora.com/profile/Varun-Kumar-R-17']"
What's your take on this? Let us know in the comments section below 👇,Inside Indian politics,https://www.quora.com/profile/Negi-74,"['https://www.quora.com/profile/Sudhanshu-Gupta-355', 'https://www.quora.com/profile/Neeraj-Gupta-1427', 'https://www.quora.com/profile/Muthunathan', 'https://www.quora.com/profile/Nagabhushan-K-n-Rao', 'https://www.quora.com/profile/M-Prakash-14', 'https://www.quora.com/profile/Arjun-Srini-2', 'https://www.quora.com/profile/Sree-Vivek-Kamalendu-Nath', 'https://www.quora.com/profile/Satishraman-Hari', 'https://www.quora.com/profile/Jolly-Ghosh-7', 'https://www.quora.com/profile/Uday-616', 'https://www.quora.com/profile/Nilesh-Bhadane-17']","['https://www.quora.com/profile/Samrat-Sengupta-66', 'https://www.quora.com/profile/Inna-311', 'https://www.quora.com/profile/Sreeni-Nair-17', 'https://www.quora.com/profile/Hitesh-Bhatt-190', 'https://www.quora.com/profile/Harish-Rajamani-3', 'https://www.quora.com/profile/Amruta-Shelar-2', 'https://www.quora.com/profile/Ravi-Ravi-9-1', 'https://www.quora.com/profile/Narinder-Bansal-28', 'https://www.quora.com/profile/Trilok-Altoor', 'https://www.quora.com/profile/Jainendra-Jain-37', 'https://www.quora.com/profile/NISHANT-SHARMA-3950', 'https://www.quora.com/profile/Gopal-Krishna-Misra', 'https://www.quora.com/profile/Akhi-Kd-G', 'https://www.quora.com/profile/Banu-Prabhakaran-2', 'https://www.quora.com/profile/Tigress-34', 'https://www.quora.com/profile/Himanshu-Sharma-9472', 'https://www.quora.com/profile/Adidev-Potharaj', 'https://www.quora.com/profile/Accounts-Yashila-Healthcare', 'https://www.quora.com/profile/Venkateshwarlu-B', 'https://www.quora.com/profile/Nayan-Roy-264', 'https://www.quora.com/profile/Vishal-Rathod-89', 'https://www.quora.com/profile/Umang-Mishra-132', 'https://www.quora.com/profile/Nikhith-Gowda-6', 'https://www.quora.com/profile/Goldend-Dragon-Home-Care', 'https://www.quora.com/profile/AK-Shanthakumar-Rao', 'https://www.quora.com/profile/Sushmita-Bajpai-9', 'https://www.quora.com/profile/BOS-86', 'https://www.quora.com/profile/Vinod-Kumar-M-76', 'https://www.quora.com/profile/Shashanth-Samala-1', 'https://www.quora.com/profile/Balasubramanian-Nagarajan-27', 'https://www.quora.com/profile/Ashnil-Kumar', 'https://www.quora.com/profile/Anagha-Kulkarni-66', 'https://www.quora.com/profile/Vijay-Ent-1', 'https://www.quora.com/profile/Sumit-Kumar-26458', 'https://www.quora.com/profile/Dharav-Bhatt']"
